Time (ns),Current (nA),Voltage (mV),Energy (uJ),Variation (uJ)
"999928000","4621400","3592","16382.2","16382.2"
"2000216000","4651400","3590","32756.8","16374.6"
"3000481000","4594800","3588","49147.4","16390.6"
"4000836000","4582400","3591","65528.8","16381.4"
"5001149000","4619900","3592","81911.6","16382.8"
"6001359000","4622900","3593","98287.0","16375.4"
"7001582000","4646800","3588","114665.0","16378.0"
"8001942000","4613800","3593","131058.6","16393.6"
"9002282000","4588500","3592","147441.4","16382.8"
"10002612000","4675900","3593","163817.2","16375.8"
"11002853000","4643700","3588","180190.9","16373.7"
"12003111000","4648300","3592","196564.2","16373.3"
"13003421000","4646000","3589","212950.4","16386.2"
"14003692000","4586200","3589","229324.1","16373.7"
"15003974000","4585400","3591","245694.4","16370.3"
"16004299000","4586200","3591","262067.2","16372.8"
"17004621000","4623100","3593","278439.2","16372.0"
"18004828000","4722100","3591","294820.6","16381.4"
"19004959000","4643700","3589","311191.8","16371.2"
"20005154000","4597800","3593","327563.3","16371.5"
"21005399000","4801700","3592","343934.4","16371.1"
"22005695000","4585400","3593","360302.5","16368.1"
"23005967000","4601300","3588","376674.4","16371.9"
"24006171000","4611600","3594","393058.1","16383.7"
"25006484000","4611600","3589","409427.5","16369.4"
"26006664000","4645300","3592","425797.7","16370.2"
"27006986000","4581700","3590","442171.4","16373.7"
"28007194000","4619100","3589","458543.8","16372.4"
"29007581000","4624500","3586","474927.0","16383.2"
"30007740000","4676700","3593","491292.5","16365.5"
"31007955000","4621400","3588","507661.9","16369.4"
"32008275000","4589200","3591","524031.2","16369.3"
"33008663000","4649800","3591","540403.6","16372.4"
"34008982000","4662100","3594","556785.5","16381.9"
"35009128000","4622200","3592","573155.8","16370.3"
"36009431000","4659000","3593","589541.1","16385.3"
"37009640000","4620700","3593","605938.2","16397.1"
"38009717000","4593200","3587","622328.7","16390.5"
"39010026000","4599600","3587","638736.6","16407.9"
"40010182000","4619100","3590","655126.7","16390.1"
"41010419000","4644500","3587","671525.9","16399.2"
"42010600000","4591500","3592","687913.9","16388.0"
"43010750000","4642200","3593","704303.6","16389.7"
"44011041000","4654400","3591","720703.2","16399.6"
"45011364000","4653700","3592","737094.2","16391.0"
"46011497000","4592900","3588","753480.5","16386.3"
"47011617000","4583200","3588","769862.8","16382.3"
"48011915000","4587700","3587","786246.9","16384.1"
"49012014000","4560800","3586","802640.9","16394.0"
"50012213000","4637700","3592","819025.0","16384.1"
"51012506000","4651400","3593","835421.6","16396.6"
"52012833000","4643000","3593","851805.2","16383.6"
"53013078000","4645300","3591","868178.1","16372.9"
"54013242000","4590000","3590","884547.9","16369.8"
"55013435000","4586900","3588","900911.6","16363.7"
"56013736000","4580900","3589","917275.8","16364.2"
"57014066000","4643000","3595","933637.8","16362.0"
"58014358000","4583900","3592","950002.0","16364.2"
"59014425000","4583900","3589","966368.8","16366.8"
"60014609000","4633100","3591","982723.5","16354.7"
"61014881000","4587700","3587","999082.5","16359.0"
"62015081000","4653700","3586","1015443.6","16361.1"
"63015384000","1645100","3582","1031809.1","16365.5"
"64015714000","1477100","3584","1048305.2","16496.1"
"65015996000","2792300","3587","1064732.0","16426.8"
"66016326000","4713000","3590","1081153.7","16421.7"
"67016497000","4583200","3594","1097510.5","16356.8"
"68016769000","4590700","3594","1113860.9","16350.4"
"69017063000","4531500","3593","1130219.5","16358.6"
"70017269000","4646800","3590","1146563.8","16344.3"
"71017629000","4652900","3595","1162901.1","16337.3"
"72017911000","4590700","3587","1179248.5","16347.4"
"73018190000","4590700","3597","1195588.0","16339.5"
"74018523000","4648300","3589","1211938.4","16350.4"
"75018691000","4653700","3590","1228274.4","16336.0"
"76018790000","4646000","3595","1244614.0","16339.6"
"77019158000","4654400","3587","1260959.2","16345.2"
"78019424000","4590000","3587","1277296.5","16337.3"
