Time (ns),Current (nA),Voltage (mV),Energy (uJ),Variation (uJ)
"1001147000","4906000","3591","17630.2","17630.2"
"2002579000","4917700","3590","35228.2","17598.0"
"3004142000","4870600","3590","52831.3","17603.1"
"4005609000","4870600","3588","70431.8","17600.5"
"5007086000","4935800","3589","88034.9","17603.1"
"6008802000","4874500","3588","105654.5","17619.6"
"7010363000","4904200","3588","123266.2","17611.7"
"8011995000","4914100","3591","140880.1","17613.9"
"9013575000","4933500","3589","158494.5","17614.4"
"10015010000","4926500","3589","176113.2","17618.7"
"11016551000","5057400","3591","193749.6","17636.4"
"12018075000","5015300","3588","211387.7","17638.1"
"13019652000","5061000","3589","229008.1","17620.4"
"14021284000","4996300","3590","246626.8","17618.7"
"15022759000","5061900","3591","264243.7","17616.9"
"16024332000","5031100","3592","281873.2","17629.5"
"17026045000","5071500","3590","299489.3","17616.1"
"18027702000","5035000","3591","317137.4","17648.1"
"19029310000","5024100","3589","334739.2","17601.8"
"20030936000","5000900","3589","352333.2","17594.0"
"21032581000","5091200","3589","370028.4","17695.2"
"22034213000","5002700","3593","387682.9","17654.5"
"23035787000","4937600","3591","405295.1","17612.2"
"24037371000","4921300","3592","422903.4","17608.3"
"25038909000","4936700","3591","440586.1","17682.7"
"26040412000","4998800","3591","458286.0","17699.9"
"27041920000","4939400","3590","475991.2","17705.2"
"28043529000","4931200","3589","493677.3","17686.1"
"29045040000","4922200","3590","511318.0","17640.7"
"30046631000","4939400","3590","528953.6","17635.6"
"31048073000","4989000","3590","546602.5","17648.9"
"32050786000","4910500","3590","564267.4","17664.9"
"33052306000","4915900","3589","581897.3","17629.9"
"34053999000","4914100","3589","599544.9","17647.6"
"35055609000","4922200","3589","617185.6","17640.7"
"36057190000","4939400","3590","634835.0","17649.4"
"37058661000","4972900","3588","652547.9","17712.9"
"38060110000","5118100","3587","670285.9","17738.0"
"39061685000","5005600","3588","687941.8","17655.9"
"40063186000","4978000","3591","705586.8","17645.0"
"41064805000","4995900","3588","723244.4","17657.6"
"42066629000","4991500","3590","740893.3","17648.9"
"43068270000","5017300","3590","758550.5","17657.2"
"44069875000","4995400","3589","776195.1","17644.6"
"45071194000","5028200","3589","793834.5","17639.4"
"46072753000","4996300","3587","811486.1","17651.6"
"47074443000","5015300","3589","829127.2","17641.1"
"48076000000","4948900","3589","846761.4","17634.2"
"49077577000","5017300","3591","864397.0","17635.6"
"50079118000","5026100","3590","882024.7","17627.7"
"51080709000","5136700","3590","899652.1","17627.4"
"52082352000","5091200","3591","917278.9","17626.8"
"53083978000","5015300","3591","934890.3","17611.4"
"54085387000","4948900","3590","952500.3","17610.0"
"55086951000","4933100","3588","970108.2","17607.9"
"56088511000","5019800","3590","987719.5","17611.3"
"57090108000","5001700","3590","1005343.8","17624.3"
"58091719000","4989100","3591","1022953.8","17610.0"
"59093331000","4932100","3589","1040563.4","17609.6"
"60094840000","4963700","3587","1058172.6","17609.2"
"61096444000","4879900","3590","1075784.3","17611.7"
"62098086000","4927600","3588","1093416.8","17632.5"
"63099650000","4936700","3591","1111031.6","17614.8"
"64101140000","4931200","3591","1128643.4","17611.8"
"65102805000","4955100","3590","1146259.0","17615.6"
"66104345000","4936700","3588","1163868.6","17609.6"
"67105929000","5014300","3587","1181495.5","17626.9"
"68107627000","4872600","3588","1199107.7","17612.2"
"69109256000","4892400","3590","1216709.9","17602.2"
"70110862000","4928500","3589","1234313.1","17603.2"
"71112479000","4930300","3590","1251920.9","17607.8"
"72114005000","4916200","3589","1269543.5","17622.6"
"73115628000","4935800","3591","1287224.0","17680.5"
"74117180000","4927400","3589","1304856.1","17632.1"
"75118837000","4936700","3589","1322495.0","17638.9"
"76120477000","4922200","3588","1340134.5","17639.5"
"77121945000","4982600","3588","1357785.6","17651.1"
"78123575000","4991500","3589","1375427.6","17642.0"
"79125186000","4994500","3589","1393063.6","17636.0"
"80126806000","4947000","3589","1410700.4","17636.8"
"81128414000","4995000","3590","1428335.9","17635.5"
"82129998000","5025400","3589","1445979.2","17643.3"
"83131673000","4979800","3590","1463606.1","17626.9"
"84133174000","4995400","3589","1481227.8","17621.7"
"85134754000","5017300","3588","1498851.7","17623.9"
"86136406000","5014300","3588","1516472.1","17620.4"
"87137951000","5054700","3590","1534101.1","17629.0"
"88139472000","5007500","3588","1551723.3","17622.2"
"89141104000","5006500","3589","1569343.7","17620.4"
"90142708000","5036900","3589","1586966.2","17622.5"
"91144337000","5006400","3590","1604588.4","17622.2"
"92145957000","5007300","3589","1622218.3","17629.9"
"93147410000","5027100","3588","1639834.4","17616.1"
"94149021000","5004600","3590","1657449.1","17614.7"
"95150467000","4930300","3589","1675057.0","17607.9"
"96152124000","4904800","3590","1692666.6","17609.6"
"97153689000","4945200","3589","1710287.4","17620.8"
"98155348000","4952000","3590","1727904.0","17616.6"
"99157009000","4993300","3590","1745523.1","17619.1"
"100158619000","4945200","3588","1763142.2","17619.1"
"101160252000","1854200","3583","1780760.4","17618.2"
"102161741000","2134800","3584","1798484.1","17723.7"
"103163408000","1785100","3589","1816182.8","17698.7"
"104164986000","3618000","3587","1833891.4","17708.6"
"105166566000","4945800","3589","1851555.9","17664.5"
"106168203000","5002600","3588","1869187.9","17632.0"
"107169783000","4923000","3590","1886826.9","17639.0"
"108171335000","4910500","3588","1904452.5","17625.6"
"109172894000","4918700","3590","1922134.8","17682.3"
"110174488000","4930500","3588","1939763.4","17628.6"
"111176116000","4990800","3590","1957396.3","17632.9"
"112177741000","4930300","3588","1975040.1","17643.8"
"113179403000","4930800","3588","1992673.4","17633.3"
"114180929000","5001700","3589","2010309.0","17635.6"
"115182475000","4927600","3589","2027945.4","17636.4"
"116183953000","4989000","3590","2045584.8","17639.4"
"117185553000","4931200","3593","2063247.6","17662.8"
"118187105000","5016300","3589","2080899.1","17651.5"
"119188613000","4991500","3589","2098559.7","17660.6"
"120190164000","4999000","3588","2116228.1","17668.4"
"121191735000","5007300","3586","2133905.1","17677.0"
"122193307000","5015300","3589","2151597.3","17692.2"
"123194831000","5021600","3588","2169298.6","17701.3"
"124196395000","5032000","3588","2186997.6","17699.0"
"125198066000","4954700","3589","2204702.8","17705.2"
"126199630000","5019200","3589","2222411.4","17708.6"
"127201175000","5029100","3588","2240130.3","17718.9"
"128202659000","4928500","3589","2257833.8","17703.5"
"129204041000","4918600","3586","2275546.7","17712.9"
"130205487000","4937600","3588","2293262.2","17715.5"
"131207031000","4933500","3585","2310982.0","17719.8"
"132208560000","4989000","3586","2328705.8","17723.8"
"133210012000","4984500","3591","2346417.4","17711.6"
"134211600000","4997200","3588","2364131.2","17713.8"
"135213258000","4961200","3587","2381859.7","17728.5"
