Time (ns),Current (nA),Voltage (mV),Energy (uJ),Variation (uJ)
"999907000","352700","3582","1274.3","1274.3"
"1999759000","353000","3583","2545.2","1270.9"
"2999923000","351600","3583","3814.4","1269.2"
"3999952000","349300","3581","5081.0","1266.6"
"4999884000","352000","3584","6474.2","1393.2"
"6000144000","350900","3580","7738.7","1264.5"
"6999954000","348200","3583","9001.4","1262.7"
"7999923000","349300","3582","10261.9","1260.5"
"9000024000","348100","3584","11520.7","1258.8"
"9999878000","346000","3582","12778.7","1258.0"
"11000008000","349000","3584","14037.1","1258.4"
"11999882000","346600","3584","15292.0","1254.9"
"12999949000","347600","3584","16545.2","1253.2"
"13999882000","343800","3582","17795.0","1249.8"
"14999890000","344000","3581","19043.4","1248.4"
"16000106000","345900","3584","20290.5","1247.1"
"17000063000","342800","3581","21534.7","1244.2"
"18000309000","345900","3584","22778.8","1244.1"
"19000223000","342800","3584","24021.6","1242.8"
"20000240000","345500","3584","25266.6","1245.0"
"21000477000","342800","3582","26639.9","1373.3"
"22000466000","344300","3584","27886.2","1246.3"
"23000889000","344200","3584","29131.6","1245.4"
"24000629000","341600","3581","30374.0","1242.4"
"25000543000","345900","3583","31614.7","1240.7"
"26000829000","346000","3581","32855.3","1240.6"
"27000959000","345900","3581","34095.5","1240.2"
"28001126000","345400","3580","35335.3","1239.8"
"29001091000","340500","3583","36576.0","1240.7"
"30001194000","345900","3581","37816.2","1240.2"
"31001346000","346000","3582","39059.5","1243.3"
"32001331000","346000","3581","40303.6","1244.1"
"33001667000","342800","3581","41549.4","1245.8"
"34001633000","344400","3582","42795.3","1245.9"
"35001622000","344300","3582","44040.2","1244.9"
"36001839000","344300","3582","45284.4","1244.2"
"37001689000","345300","3583","46643.5","1359.1"
"38001857000","342200","3579","47883.3","1239.8"
"39002004000","344400","3582","49122.6","1239.3"
"40001975000","342700","3582","50359.8","1237.2"
"41002270000","342200","3581","51596.1","1236.3"
"42002196000","341100","3583","52830.3","1234.2"
"43002283000","342200","3581","54064.1","1233.8"
"44002124000","339400","3580","55298.2","1234.1"
"45002033000","342000","3585","56532.4","1234.2"
"46002215000","340600","3579","57767.9","1235.5"
"47002214000","342700","3582","59003.8","1235.9"
"48002389000","345900","3584","60240.1","1236.3"
"49002411000","344300","3581","61477.7","1237.6"
"50002298000","340600","3583","62716.3","1238.6"
"51002565000","342700","3581","63956.5","1240.2"
"52002433000","343900","3584","65197.1","1240.6"
"53002442000","347600","3584","66555.4","1358.3"
"54002374000","344100","3580","67797.4","1242.0"
"55002318000","342900","3582","69039.3","1241.9"
"56002494000","344100","3583","70282.1","1242.8"
"57002449000","344200","3582","71523.2","1241.1"
"58002545000","342700","3583","72763.0","1239.8"
"59002593000","343800","3582","74002.8","1239.8"
"60002500000","342200","3584","75242.2","1239.4"
"61002723000","342800","3582","76481.9","1239.7"
"62002670000","340600","3583","77721.3","1239.4"
"63002793000","344300","3583","78960.7","1239.4"
"64002871000","346400","3583","80200.5","1239.8"
"65002755000","345900","3582","81440.3","1239.8"
"66003019000","347200","3584","82682.2","1241.9"
"67002975000","346100","3582","83924.6","1242.4"
"68003030000","344200","3584","85167.9","1243.3"
"69003118000","342800","3582","86527.8","1359.9"
