Time (ns),Current (nA),Voltage (mV),Energy (uJ),Variation (uJ)
"1001060000","1099300","3581","3961.9","3961.9"
"2002024000","1100700","3580","7918.3","3956.4"
"3003474000","1101300","3582","11876.5","3958.2"
"4004759000","1098700","3580","15833.3","3956.8"
"5005945000","1101000","3581","19794.1","3960.8"
"6007397000","1097500","3579","23764.7","3970.6"
"7008521000","1093000","3580","27737.4","3972.7"
"8009871000","1098800","3580","31709.3","3971.9"
"9011092000","1098600","3581","35681.2","3971.9"
"10012354000","1093700","3581","39651.0","3969.8"
"11013629000","1099300","3582","43619.4","3968.4"
"12014903000","1106400","3580","47590.5","3971.1"
"13016235000","1099300","3582","51561.9","3971.4"
"14017558000","1109200","3581","55534.2","3972.3"
"15018641000","1098900","3581","59504.9","3970.7"
"16019961000","1106400","3581","63475.9","3971.0"
"17021119000","1089300","3582","67444.8","3968.9"
"18022406000","1105700","3582","71415.8","3971.0"
"19023707000","1098100","3584","75386.0","3970.2"
"20024832000","1106400","3580","79356.2","3970.2"
"21026245000","1101100","3582","83329.4","3973.2"
"22027391000","1106800","3582","87301.3","3971.9"
"23028728000","1093000","3582","91271.9","3970.6"
"24029913000","1097500","3581","95242.5","3970.6"
"25031142000","1106100","3582","99214.8","3972.3"
"26032610000","1098300","3580","103185.4","3970.6"
"27033869000","1108800","3582","107158.2","3972.8"
"28035352000","1104500","3582","111129.2","3971.0"
"29036659000","1102900","3581","115097.2","3968.0"
"30038024000","1101000","3583","119069.1","3971.9"
"31039507000","1099000","3582","123040.1","3971.0"
"32040676000","1099300","3583","127011.2","3971.1"
"33041932000","1100800","3583","130981.8","3970.6"
"34043166000","1100500","3581","134952.0","3970.2"
"35044300000","1105300","3581","138924.7","3972.7"
"36045716000","1098800","3582","142886.7","3962.0"
"37046920000","1098500","3582","146842.3","3955.6"
"38048315000","1099000","3583","150809.1","3966.8"
"39049644000","1099300","3584","154786.1","3977.0"
"40050940000","1102000","3582","158766.2","3980.1"
