Time (ns),Variation (uJ)
"346124304750.0","2298.1"
"347124621250.0","2297.625"
"348124995500.0","2298.425"
"349125292000.0","2298.1"
"350125568000.0","2299.0"
"351125984000.0","2299.3"
"352126316250.0","2298.125"
"353126649500.0","2297.65"
"354126959500.0","2296.625"
"355127235000.0","2295.325"
"356127685000.0","2297.175"
"357127976750.0","2294.5750000000003"
"358128332000.0","2293.925"
"359128650750.0","2294.45"
"360128946250.0","2294.0249999999996"
"361129388250.0","2294.8999999999996"
"362129689000.0","2295.125"
"363130039250.0","2295.75"
"364130464500.0","2296.45"
"365130764750.0","2295.825"
"366131210750.0","2296.95"
"367131598000.0","2298.55"
"368132039000.0","2303.675"
"369132339000.0","2303.5249999999996"
"370132639500.0","2303.85"
"371133084750.0","2304.15"
"372133441250.0","2304.125"
"373133840750.0","2302.875"
"374134156250.0","2303.075"
"375134469750.0","2302.825"
"376134991500.0","2302.5499999999997"
"377135383250.0","2303.075"
"378135740000.0","2303.05"
"379136004000.0","2303.125"
"380136174000.0","2302.75"
"381136662500.0","2302.95"
"382137038750.0","2302.9"
"383137437750.0","2302.175"
"384137772000.0","2303.0"
"385137976750.0","2303.375"
"386138505500.0","2306.7250000000004"
"387138814000.0","2306.1000000000004"
"388139188500.0","2307.175"
"389139556000.0","2309.0"
"390139768500.0","2309.625"
"391140224500.0","2311.175"
"392140513250.0","2312.325"
"393140915750.0","2311.9"
"394141199000.0","2312.325"
"395141427500.0","2312.1"
"396141948250.0","2312.9"
"397142174500.0","2312.525"
"398142448250.0","2312.875"
"399142708250.0","2312.55"
"400142816000.0","2312.8"
"401143346500.0","2312.9500000000003"
"402143727250.0","2311.8"
"403144155500.0","2311.575"
"404144499500.0","2312.625"
"405144781750.0","2313.3"
"406145295750.0","2313.4"
"407145601000.0","2312.125"
"408145922750.0","2312.0"
"409146276250.0","2311.175"
"410146620500.0","2312.2250000000004"
"411147145500.0","2310.925"
"412147480250.0","2310.925"
"413147769250.0","2310.425"
"414148106750.0","2306.95"
"415148448000.0","2304.875"
"416148899250.0","2305.45"
"417149310000.0","2304.7749999999996"
"418149740750.0","2304.7"
"419150116250.0","2303.05"
"420150427000.0","2303.625"
"421150947000.0","2304.425"
"422151284500.0","2303.4"
"423151655750.0","2305.2"
"424151957250.0","2303.7"
"425152251500.0","2304.3500000000004"
"426152723500.0","2303.05"
"427153046750.0","2303.7250000000004"
"428153386750.0","2304.325"
"429153685750.0","2304.25"
"430153854000.0","2303.425"
"431154310750.0","2303.1499999999996"
"432154599250.0","2302.6499999999996"
"433155001750.0","2302.625"
"434155347500.0","2302.55"
"435155565500.0","2301.9750000000004"
"436155993000.0","2304.25"
"437156279500.0","2302.85"
"438156660250.0","2301.025"
"439157006750.0","2301.025"
"440157184000.0","2300.625"
"441157617500.0","2295.9249999999997"
"442157952500.0","2281.6"
"443158332500.0","2282.95"
"444158630500.0","2289.7749999999996"
"445158868750.0","2295.375"
"446159348000.0","2302.925"
"447159620000.0","2301.875"
"448160019000.0","2303.675"
"449160374000.0","2297.8"
"450160645500.0","2291.4"
"451161139500.0","2295.5"
"452161519750.0","2300.225"
"453161958500.0","2302.725"
"454162322500.0","2302.925"
"455162585250.0","2300.125"
"456163090750.0","2301.875"
"457163455750.0","2301.3"
"458163803750.0","2299.925"
"459164124750.0","2299.925"
"460164369000.0","2301.125"
"461164868250.0","2300.9750000000004"
"462165200250.0","2299.325"
"463165604000.0","2294.7"
"464165986000.0","2246.8"
"465166284750.0","2225.15"
"466166766000.0","2226.875"
"467167120750.0","2252.275"
"468167516500.0","2271.9"
"469167822750.0","2282.25"
"470168170000.0","2286.675"
"471168665500.0","2280.275"
"472168978250.0","2277.075"
"473169348250.0","2277.0"
"474169718500.0","2279.425"
"475169968750.0","2281.0499999999997"
"476170475250.0","2283.875"
"477170853500.0","2287.4"
"478171216000.0","2286.3500000000004"
"479171533750.0","2289.375"
"480171765750.0","2292.675"
"481172270500.0","2293.45"
"482172610750.0","2291.575"
"483173007500.0","2297.85"
"484173403500.0","2296.8"
"485173698500.0","2297.425"
"486174220500.0","2294.3"
"487174606500.0","2294.2"
"488175125250.0","2296.75"
"489175517250.0","2300.2250000000004"
"490175792000.0","2302.275"
"491176248000.0","2304.175"
"492176576000.0","2302.475"
"493176969250.0","2302.0499999999997"
"494177284500.0","2304.2"
"495177595500.0","2300.875"
"496178103250.0","2301.375"
"497178480500.0","2303.425"
"498178882750.0","2305.825"
"499179204500.0","2303.2"
"500179463750.0","2301.75"
"501179956500.0","2301.0499999999997"
"502180269500.0","2300.825"
"503180744000.0","2300.75"
"504181119750.0","2304.275"
"505181366750.0","2303.225"
"506181819500.0","2301.05"
