Time (ns),Variation (uJ)
"430400251750.0","17172.775"
"431401123750.0","17173.925"
"432402022000.0","17182.275"
"433402981500.0","17178.225"
"434403847250.0","17172.05"
"435404683000.0","17173.85"
"436405561500.0","17177.2"
"437406412750.0","17188.425"
"438407416000.0","17191.550000000003"
"439408346750.0","17201.275"
"440409490250.0","17202.55"
"441410418750.0","17202.800000000003"
"442411266750.0","17190.325"
"443412200000.0","17181.050000000003"
"444413092750.0","17176.425"
"445414044000.0","17175.199999999997"
"446414939500.0","17179.6"
"447415840250.0","17183.6"
"448416769000.0","17180.525"
"449417734750.0","17174.899999999998"
"450418596250.0","17177.574999999997"
"451419499500.0","17179.675"
"452420412750.0","17190.425"
"453421388500.0","17207.074999999997"
"454422287750.0","17197.775"
"455423122750.0","17192.2"
"456424000500.0","17184.4"
"457424893000.0","17185.324999999997"
"458425911250.0","17186.5"
"459426707750.0","17181.95"
"460427639750.0","17185.6"
"461428491000.0","17182.05"
"462429342500.0","17179.100000000002"
"463430321250.0","17182.4"
"464431216750.0","17171.725"
"465432071250.0","17176.225"
"466432964750.0","17185.1"
"467433856750.0","17188.375"
"468434805000.0","17201.275"
"469435709250.0","17190.775"
"470436593000.0","17193.875"
"471437511500.0","17192.625"
"472438296750.0","17186.55"
"473439284250.0","17203.075"
"474440194500.0","17191.9"
"475441089250.0","17195.45"
"476441937500.0","17188.175"
"477442769750.0","17184.35"
"478443667500.0","17200.875"
"479444881000.0","17202.05"
"480445774500.0","17200.975"
"481446641500.0","17199.774999999998"
"482447536250.0","17199.899999999998"
"483448469000.0","17213.025"
"484449366500.0","17208.4"
"485450306500.0","17209.149999999998"
"486451164500.0","17206.0"
"487452034750.0","17197.875"
"488452998500.0","17212.575"
"489453957250.0","17207.85"
"490454884000.0","17207.399999999998"
"491455767750.0","17211.4"
"492456862500.0","17208.275"
"493457814250.0","17221.9"
"494458755500.0","17221.125"
"495459974500.0","17223.2"
"496460818250.0","17211.95"
"497461679750.0","17214.1"
"498462606750.0","17238.825"
"499463503500.0","17231.0"
"500464410250.0","17230.025"
"501465291750.0","17204.824999999997"
"502466189500.0","17202.05"
"503467168500.0","17212.7"
"504468009750.0","17212.6"
"505468902500.0","17205.875"
"506469819250.0","17204.125"
"507470738000.0","17203.45"
"508471593000.0","17203.8"
"509472447750.0","17207.199999999997"
"510473355250.0","17211.4"
"511474270500.0","17209.25"
"512475263250.0","17214.0"
"513476263500.0","17221.25"
"514477145250.0","17221.55"
"515478071750.0","17223.6"
"516479012500.0","17227.25"
"517479959750.0","17252.85"
"518480895000.0","17274.649999999998"
"519481785500.0","17264.25"
"520482656000.0","17254.0"
"521483699250.0","17252.925"
"522484610000.0","17248.025"
"523485556750.0","17248.95"
"524486437250.0","17243.425"
"525487384500.0","17255.074999999997"
"526488265000.0","17249.4"
"527489202500.0","17250.975"
"528490207500.0","17252.575"
"529491060750.0","17242.175"
