Time (ns),Variation (uJ)
"220188581500.0","2344.025"
"221189543000.0","2343.425"
"222190391000.0","2341.85"
"223191167500.0","2340.8"
"224192027500.0","2340.65"
"225192730750.0","2339.5249999999996"
"226193653000.0","2339.9249999999997"
"227194507750.0","2341.65"
"228195306750.0","2374.375"
"229196161500.0","2345.95"
"230196809750.0","2347.0"
"231197785000.0","2347.025"
"232198664250.0","2345.35"
"233199440500.0","2344.975"
"234200347000.0","2343.2749999999996"
"235201024750.0","2342.275"
"236201906500.0","2341.9249999999997"
"237202729750.0","2341.675"
"238203535500.0","2341.425"
"239204425250.0","2342.725"
"240205128250.0","2343.4"
"241206093750.0","2343.675"
"242206825250.0","2343.0"
"243207647000.0","2338.075"
"244208517500.0","2368.125"
"245209152500.0","2341.0"
"246210067000.0","2342.925"
"247210924500.0","2341.575"
"248211691000.0","2342.05"
"249212549250.0","2341.8"
"250213245500.0","2343.175"
"251214197750.0","2344.425"
"252214950000.0","2345.2"
"253215758750.0","2347.275"
"254216655750.0","2347.875"
"255217395500.0","2347.25"
"256218327500.0","2347.3500000000004"
"257219174500.0","2349.4"
"258219955250.0","2354.3250000000003"
"259220869000.0","2354.3500000000004"
"260221576250.0","2381.475"
"261222527250.0","2353.6"
"262223360750.0","2353.2749999999996"
"263224164750.0","2353.5249999999996"
"264225107250.0","2354.1499999999996"
"265225844750.0","2352.65"
"266226733500.0","2351.125"
"267227608750.0","2350.4"
"268228456500.0","2351.675"
"269229336250.0","2351.425"
"270230044250.0","2351.6"
"271230966250.0","2351.775"
"272231818250.0","2350.375"
"273232587250.0","2352.025"
"274233504250.0","2354.7"
"275234224000.0","2354.3"
"276235157500.0","2384.45"
"277236022250.0","2358.6000000000004"
"278236821500.0","2359.55"
"279237685000.0","2358.2250000000004"
"280238400250.0","2357.625"
"281239344500.0","2358.475"
"282240179750.0","2355.8"
"283240981750.0","2357.95"
"284241883500.0","2356.8500000000004"
"285242572000.0","2356.75"
"286243540250.0","2357.7"
"287244273750.0","2355.475"
"288245077250.0","2354.675"
"289245975250.0","2356.1"
"290246631500.0","2354.55"
"291247544750.0","2356.0"
"292248446750.0","2383.475"
"293249273500.0","2353.0"
"294250193250.0","2353.95"
"295250832250.0","2355.2749999999996"
"296251738000.0","2359.975"
"297252551000.0","2360.275"
"298253336250.0","2358.375"
"299254287000.0","2359.675"
"300254987250.0","2359.2250000000004"
"301255936500.0","2359.95"
"302256829500.0","2359.25"
"303257647500.0","2357.5"
"304258487750.0","2357.725"
"305259174000.0","2359.0249999999996"
"306260140250.0","2360.275"
"307260952250.0","2359.65"
"308261785750.0","2385.7"
"309262650000.0","2356.95"
"310263350000.0","2360.125"
"311264219000.0","2364.25"
"312265040250.0","2363.55"
"313265877500.0","2363.8500000000004"
"314266714750.0","2362.325"
"315267383750.0","2361.1"
"316268300500.0","2361.675"
"317269095500.0","2361.475"
"318269877750.0","2361.7"
"319270780000.0","2360.5249999999996"
"320271492000.0","2354.9"
"321272450000.0","2355.875"
"322273334000.0","2354.925"
"323274167500.0","2354.25"
"324275055750.0","2384.3"
"325275799750.0","2354.15"
"326276775750.0","2354.6000000000004"
"327277662000.0","2355.775"
"328278524750.0","2355.3250000000003"
"329279433750.0","2355.025"
"330280270500.0","2355.475"
"331281272500.0","2355.2"
"332282070500.0","2353.6"
"333282856250.0","2352.75"
"334283742000.0","2352.425"
"335284421750.0","2355.125"
"336285376750.0","2361.675"
"337286256000.0","2367.375"
"338287135500.0","2367.7749999999996"
"339288086750.0","2369.5"
"340288861000.0","2399.0249999999996"
"341289794250.0","2372.175"
"342290619500.0","2370.6"
"343291416750.0","2368.55"
"344292354500.0","2363.3"
"345293050500.0","2355.4"
"346294053750.0","2360.4750000000004"
"347294958250.0","2356.7"
"348296033250.0","2358.975"
"349296905250.0","2359.25"
"350297693250.0","2357.275"
"351298632750.0","2361.125"
"352299526750.0","2361.725"
"353300391750.0","2362.9500000000003"
"354301265750.0","2362.5499999999997"
"355302060000.0","2360.7"
"356303020750.0","2383.0249999999996"
"357303866000.0","2357.0249999999996"
"358304771000.0","2359.725"
"359305628500.0","2357.575"
"360306417000.0","2356.625"
"361307257750.0","2356.25"
"362308203500.0","2355.875"
"363309126500.0","2355.975"
"364309996000.0","2357.3250000000003"
"365310780750.0","2355.75"
"366311685000.0","2355.75"
"367312511750.0","2354.875"
"368313346000.0","2355.325"
"369314089000.0","2356.65"
"370315072250.0","2357.125"
"371315972750.0","2355.75"
"372316841750.0","2387.225"
"373317624750.0","2356.725"
"374318546500.0","2357.05"
"375319278000.0","2356.925"
"376320185250.0","2357.35"
"377321082750.0","2357.575"
"378321908750.0","2355.2"
"379322868500.0","2354.55"
"380323665000.0","2350.375"
"381324605250.0","2344.7749999999996"
"382325412500.0","2344.35"
"383326202750.0","2345.1"
"384327121750.0","2344.575"
"385327918250.0","2343.825"
"386328753250.0","2343.45"
"387329578250.0","2342.5"
"388330361750.0","2372.325"
"389331213000.0","2342.075"
"390331959250.0","2344.025"
"391332862750.0","2343.625"
"392333739000.0","2344.8500000000004"
"393334532000.0","2341.25"
"394335478000.0","2339.6"
"395336247250.0","2337.35"
"396337152500.0","2338.1"
"397338021750.0","2343.675"
"398338659250.0","2342.0"
"399339578500.0","2344.0"
"400340333750.0","2344.6"
"401341249250.0","2344.85"
"402342068750.0","2344.125"
"403342831750.0","2341.025"
"404343761250.0","2373.8"
"405344526750.0","2341.025"
"406345423750.0","2346.0750000000003"
"407346279500.0","2346.425"
"408347060000.0","2344.95"
"409348310250.0","2345.0"
"410349077000.0","2342.95"
"411350002000.0","2344.4249999999997"
"412350911750.0","2344.15"
"413351720250.0","2344.025"
"414352647500.0","2344.225"
"415353388750.0","2344.075"
"416354395250.0","2343.15"
"417355268000.0","2343.275"
"418356092000.0","2342.9"
"419357029250.0","2344.225"
"420357795000.0","2373.1"
"421358671250.0","2345.075"
"422359523250.0","2339.65"
"423360287250.0","2343.175"
"424361228500.0","2345.1"
"425361977500.0","2348.325"
"426362899000.0","2342.425"
"427363844000.0","2350.25"
"428364645250.0","2351.25"
"429365526000.0","2368.625"
"430366318750.0","2382.625"
"431367216750.0","2381.85"
"432368309500.0","2382.5"
"433369072750.0","2383.2"
"434370077750.0","2382.05"
"435370807750.0","2379.2"
"436371629000.0","2405.825"
"437372479000.0","2379.325"
"438373222750.0","2375.75"
"439374181000.0","2376.2749999999996"
"440374941750.0","2375.325"
"441375758250.0","2376.3999999999996"
"442376679250.0","2373.25"
"443377365000.0","2356.625"
"444378286500.0","2301.925"
"445378997250.0","2298.6"
"446379814000.0","2336.225"
"447380719500.0","2353.125"
"448381449250.0","2364.2"
"449382340000.0","2371.975"
"450383081250.0","2375.3"
"451383824500.0","2374.6"
"452384689750.0","2402.725"
"453385388250.0","2375.125"
"454386305000.0","2377.65"
"455387027250.0","2378.95"
"456387918000.0","2379.5249999999996"
"457388870750.0","2379.275"
"458389543000.0","2378.55"
"459390474000.0","2378.1"
"460391270000.0","2378.825"
"461392124000.0","2376.725"
"462393012750.0","2377.975"
"463393756500.0","2377.925"
"464394716750.0","2378.7"
"465395470750.0","2377.275"
"466396355250.0","2377.125"
"467397255750.0","2376.825"
"468397934250.0","2406.05"
"469398912500.0","2379.525"
"470399664500.0","2379.925"
"471400569750.0","2380.325"
"472401452750.0","2378.225"
"473402180000.0","2379.075"
"474403154750.0","2377.7749999999996"
"475403959500.0","2377.05"
"476404666250.0","2376.35"
"477405591250.0","2376.4249999999997"
"478406300500.0","2375.175"
"479407195750.0","2376.575"
"480408025500.0","2376.075"
"481408892000.0","2377.125"
"482409821000.0","2376.6"
"483410606750.0","2376.05"
"484411616000.0","2405.5249999999996"
"485412395250.0","2377.0"
"486413174250.0","2376.925"
"487414054000.0","2377.125"
