Time (ns),Current (nA),Voltage (mV),Energy (uJ),Variation (uJ)
"1000104000","710900","3585","2547.0","2547.0"
"2000620000","709800","3583","5115.3","2568.3"
"3001055000","715200","3584","7690.9","2575.6"
"4001699000","710300","3583","10272.1","2581.2"
"5002369000","723900","3585","12854.1","2582.0"
"6003043000","710300","3583","15436.6","2582.5"
"7003723000","718800","3582","18023.4","2586.8"
"8004433000","722300","3584","20610.2","2586.8"
"9005049000","718800","3585","23197.4","2587.2"
"10005752000","718900","3584","25785.1","2587.7"
"11006390000","716000","3585","28371.0","2585.9"
"12007050000","717100","3584","30958.2","2587.2"
"13007835000","721100","3585","33545.0","2586.8"
"14008321000","719100","3584","36131.8","2586.8"
"15008634000","717400","3583","38718.6","2586.8"
"16009232000","717100","3583","41304.5","2585.9"
"17009896000","724200","3585","43891.3","2586.8"
"18010447000","724400","3583","46479.4","2588.1"
"19010982000","716000","3583","49067.9","2588.5"
"20011406000","719100","3583","51655.2","2587.3"
"21012016000","709100","3584","54244.6","2589.4"
"22012519000","725800","3584","56833.1","2588.5"
"23013114000","724400","3585","59422.0","2588.9"
"24013552000","718100","3585","62011.0","2589.0"
"25013964000","722200","3583","64599.1","2588.1"
"26014722000","724500","3582","67187.6","2588.5"
"27015305000","723400","3583","69777.0","2589.4"
"28015818000","724200","3583","72364.2","2587.2"
"29016449000","717500","3583","74952.7","2588.5"
"30016827000","711300","3581","77539.1","2586.4"
"31017493000","716600","3587","80127.6","2588.5"
"32018005000","725600","3582","82716.1","2588.5"
"33018719000","719000","3584","85305.9","2589.8"
"34019158000","724200","3584","87896.2","2590.3"
"35019680000","722400","3585","90485.6","2589.4"
"36020320000","719600","3586","93074.1","2588.5"
"37021119000","716900","3584","95664.3","2590.2"
"38021766000","719500","3584","98257.1","2592.8"
"39022275000","718000","3584","100848.7","2591.6"
"40022883000","712100","3584","103440.2","2591.5"
"41023584000","717000","3586","106031.7","2591.5"
"42024088000","724400","3583","108620.7","2589.0"
"43024757000","737700","3584","111211.8","2591.1"
"44025310000","738100","3585","113803.3","2591.5"
"45025719000","724400","3584","116394.4","2591.1"
