Time (ns),Current (nA),Voltage (mV),Energy (uJ),Variation (uJ)
"1000021000","697600","3584","2505.7","2505.7"
"2000133000","711400","3583","5029.1","2523.4"
"3000244000","705400","3584","7562.5","2533.4"
"4000668000","701500","3583","10101.5","2539.0"
"5000629000","701500","3583","12641.7","2540.2"
"6001171000","712400","3584","15183.3","2541.6"
"7001681000","703500","3583","17723.5","2540.2"
"8001804000","715300","3585","20260.8","2537.3"
"9002288000","711100","3585","22797.2","2536.4"
"10002517000","703900","3583","25333.5","2536.3"
"11003014000","704300","3582","27875.5","2542.0"
"12003409000","709000","3584","30419.6","2544.1"
"13003581000","710400","3579","32970.3","2550.7"
"14003998000","704800","3585","35522.6","2552.3"
"15004000000","703800","3585","38064.2","2541.6"
"16004423000","715600","3583","40609.6","2545.4"
"17004740000","702400","3584","43151.1","2541.5"
"18004993000","704200","3583","45691.4","2540.3"
"19005286000","709000","3584","48232.9","2541.5"
"20005436000","710600","3585","50774.5","2541.6"
"21005837000","703800","3584","53316.5","2542.0"
"22006140000","709600","3583","55858.0","2541.5"
"23006453000","701300","3583","58401.8","2543.8"
"24006940000","704100","3584","60944.6","2542.8"
"25006982000","709300","3586","63485.7","2541.1"
"26007352000","708200","3583","66027.7","2542.0"
"27007689000","707700","3584","68577.0","2549.3"
"28008129000","699000","3585","71122.9","2545.9"
"29008468000","715000","3583","73666.6","2543.7"
"30008534000","703600","3583","76209.0","2542.4"
"31008952000","699500","3582","78754.0","2545.0"
"32009244000","709600","3585","81297.3","2543.3"
"33009513000","703500","3583","83840.1","2542.8"
"34009814000","703700","3583","86381.7","2541.6"
"35009852000","704400","3583","88922.0","2540.3"
"36010370000","710000","3586","91463.9","2541.9"
"37010817000","714000","3583","94008.5","2544.6"
"38010992000","703300","3583","96552.6","2544.1"
"39011356000","703900","3583","99095.1","2542.5"
"40011479000","709200","3585","101635.8","2540.7"
"41011824000","704200","3584","104178.6","2542.8"
"42012282000","710800","3583","106722.3","2543.7"
"43012462000","708700","3583","109269.0","2546.7"
"44012827000","716700","3582","111815.8","2546.8"
"45013129000","701400","3582","114363.3","2547.5"
"46013489000","703400","3586","116905.8","2542.5"
"47013887000","704200","3587","119448.6","2542.8"
"48014185000","702600","3583","121987.1","2538.5"
"49014440000","702600","3582","124524.4","2537.3"
"50014538000","710800","3581","127062.9","2538.5"
"51014967000","703700","3581","129603.2","2540.3"
"52015290000","703700","3585","132145.6","2542.4"
"53015536000","709200","3582","134687.1","2541.5"
"54015759000","697500","3583","137230.0","2542.9"
"55015934000","704500","3584","139772.4","2542.4"
"56016218000","704400","3583","142317.0","2544.6"
"57016546000","709300","3583","144861.1","2544.1"
"58016709000","709500","3582","147404.0","2542.9"
"59017025000","710500","3582","149944.2","2540.2"
"60017203000","705900","3584","152477.6","2533.4"
"61017478000","696300","3584","155015.3","2537.7"
"62017803000","708700","3585","157557.7","2542.4"
"63017874000","697400","3583","160094.5","2536.8"
"64018330000","697800","3584","162607.6","2513.1"
"65018372000","702200","3582","165118.6","2511.0"
