Time (ns),Current (nA),Voltage (mV),Energy (uJ),Variation (uJ)
"1000139000","3781000","3591","13624.8","13624.8"
"2000754000","3812500","3589","27238.2","13613.4"
"3001251000","3765900","3588","40847.6","13609.4"
"4001634000","3784000","3589","54456.7","13609.1"
"5002154000","3792100","3587","68068.7","13612.0"
"6002890000","3782000","3589","81682.9","13614.2"
"7003319000","3840100","3588","95293.7","13610.8"
"8003802000","3816300","3589","108907.0","13613.3"
"9004148000","3766700","3590","122526.8","13619.8"
"10004618000","3814200","3590","136150.9","13624.1"
"11005177000","3766700","3587","149775.0","13624.1"
"12005547000","3817100","3591","163399.1","13624.1"
"13005848000","3762600","3590","177021.0","13621.9"
"14006168000","3794500","3591","190643.4","13622.4"
"15006484000","3804900","3593","204265.3","13621.9"
"16007017000","3832000","3589","217890.3","13625.0"
"17007403000","3831400","3591","231513.5","13623.2"
"18007764000","3786200","3590","245136.7","13623.2"
"19008062000","3812500","3591","258759.5","13622.8"
"20008370000","3817100","3591","272384.1","13624.6"
"21008938000","3875700","3587","286007.3","13623.2"
"22009313000","3793800","3590","299625.8","13618.5"
"23009577000","3773400","3588","313245.2","13619.4"
"24010085000","3804600","3590","326858.1","13612.9"
"25010427000","3787400","3591","340468.8","13610.7"
"26010963000","3780500","3592","354084.3","13615.5"
"27011344000","3815000","3587","367697.2","13612.9"
"28011719000","3802400","3588","381306.3","13609.1"
"29012016000","3821600","3586","394920.9","13614.6"
"30012289000","3801300","3593","408532.6","13611.7"
"31012890000","3814200","3588","422147.6","13615.0"
"32013409000","3833100","3589","435765.7","13618.1"
"33013779000","3783700","3593","449371.7","13606.0"
"34014133000","3818200","3589","462983.4","13611.7"
"35014517000","3813700","3593","476595.8","13612.4"
"36015164000","3815900","3590","490212.2","13616.4"
"37015579000","3818800","3589","503831.1","13618.9"
"38016110000","3784100","3587","517444.9","13613.8"
"39016479000","3776100","3589","531056.1","13611.2"
"40016758000","3846100","3588","544666.8","13610.7"
"41017295000","3814200","3592","558282.8","13616.0"
"42017607000","3791100","3592","571892.2","13609.4"
"43018022000","3788400","3589","585506.0","13613.8"
"44018546000","3790600","3588","599119.8","13613.8"
"45019017000","3822500","3593","612731.0","13611.2"
"46019625000","3788000","3592","626343.4","13612.4"
"47020224000","3752900","3589","639955.1","13611.7"
"48020674000","3815400","3589","653575.7","13620.6"
"49021177000","3787800","3591","667184.8","13609.1"
"50021621000","3806200","3593","680796.4","13611.6"
"51022291000","3810800","3589","694413.1","13616.7"
"52022717000","3792300","3589","708031.6","13618.5"
"53023000000","3793400","3588","721655.3","13623.7"
"54023366000","3791700","3591","735274.7","13619.4"
"55023651000","3810300","3590","748888.0","13613.3"
"56024231000","3742200","3589","762497.1","13609.1"
"57024766000","3841200","3589","776115.6","13618.5"
"58025115000","3758700","3587","789733.2","13617.6"
"59025490000","3812700","3589","803340.5","13607.3"
"60025949000","3821700","3591","816950.4","13609.9"
"61026470000","3817100","3587","830562.5","13612.1"
"62026923000","3757100","3589","844173.7","13611.2"
"63027385000","3817600","3589","857795.6","13621.9"
"64027735000","3842900","3585","871404.7","13609.1"
"65028062000","3807500","3591","885013.7","13609.0"
"66028622000","3826700","3591","898628.8","13615.1"
"67029125000","3757100","3587","912239.5","13610.7"
"68029470000","3781600","3591","925849.9","13610.4"
"69033285000","3845000","3593","939506.4","13656.5"
"70033665000","3831900","3589","953112.9","13606.5"
"71034009000","3765100","3590","966719.4","13606.5"
"72034456000","3787500","3588","980327.5","13608.1"
"73035029000","3771800","3590","993949.0","13621.5"
"74035595000","3826200","3588","1007570.1","13621.1"
"75035985000","3791700","3590","1021191.2","13621.1"
"76036300000","3797600","3590","1034811.4","13620.2"
"77036814000","3844700","3586","1048430.8","13619.4"
"78037367000","3813100","3587","1062058.7","13627.9"
"79037918000","3809100","3590","1075676.8","13618.1"
"80038233000","3813700","3589","1089295.3","13618.5"
"81038581000","3753400","3590","1102915.9","13620.6"
"82038925000","3754000","3589","1116536.2","13620.3"
"83039489000","3818800","3589","1130162.0","13625.8"
"84039827000","3813700","3589","1143778.3","13616.3"
"85040300000","3776100","3592","1157396.4","13618.1"
"86040647000","3824000","3590","1171013.2","13616.8"
"87040967000","3846100","3587","1184632.5","13619.3"
"88041456000","3821000","3590","1198254.9","13622.4"
"89041836000","3931500","3588","1211879.4","13624.5"
"90042237000","3790100","3586","1225494.1","13614.7"
"91042514000","3808600","3591","1239116.9","13622.8"
"92042900000","3765600","3589","1252737.9","13621.0"
"93043367000","3761800","3593","1266360.3","13622.4"
"94043721000","3770000","3590","1279990.9","13630.6"
"95044084000","3854600","3593","1293609.8","13618.9"
"96044372000","3818900","3587","1307228.7","13618.9"
