Time (ns),Current (nA),Voltage (mV),Energy (uJ),Variation (uJ)
"999760000","335700","3582","1213.3","1213.3"
"1999588000","335900","3583","2427.2","1213.9"
"2999718000","335900","3585","3641.5","1214.3"
"3999735000","338900","3581","4856.2","1214.7"
"4999636000","339000","3582","6074.8","1218.6"
"5999847000","340600","3584","7296.9","1222.1"
"6999819000","1033800","3582","8595.0","1298.1"
"7999996000","343500","3583","9852.1","1257.1"
"8999879000","342300","3583","11076.3","1224.2"
"9999858000","347600","3581","12317.4","1241.1"
"10999998000","342700","3583","13562.8","1245.4"
"11999856000","350400","3582","14804.4","1241.6"
"12999408000","343500","3581","16040.3","1235.9"
"13999223000","339000","3584","17273.2","1232.9"
"14999041000","343800","3583","18503.5","1230.3"
"15999155000","342600","3583","19731.2","1227.7"
"16999170000","340600","3581","20958.0","1226.8"
"17999285000","338500","3584","22184.8","1226.8"
"18999130000","337900","3581","23407.8","1223.0"
"19998937000","335900","3586","24630.7","1222.9"
"20999074000","339500","3582","25852.8","1222.1"
"21998864000","336000","3582","27074.9","1222.1"
"22998961000","341100","3582","28296.5","1221.6"
"23998846000","335900","3581","29627.1","1330.6"
"24998665000","341000","3583","30847.0","1219.9"
"25998696000","335400","3581","32066.5","1219.5"
"26998606000","341100","3584","33286.0","1219.5"
"27998692000","339100","3581","34506.3","1220.3"
"28998581000","335900","3584","35725.4","1219.1"
"29998650000","332300","3583","36931.4","1206.0"
"30998927000","335900","3587","38139.7","1208.3"
"31998728000","340000","3583","39347.9","1208.2"
"32998950000","337900","3580","40556.5","1208.6"
"33998874000","335900","3583","41767.4","1210.9"
"34998731000","336500","3581","42979.5","1212.1"
"35998955000","337400","3581","44193.4","1213.9"
"36998806000","340500","3583","45408.5","1215.1"
"37998935000","341600","3583","46624.6","1216.1"
"38998853000","341600","3579","47842.3","1217.7"
"39998804000","340600","3586","49169.4","1327.1"
"40998906000","338000","3583","50384.6","1215.2"
"41998742000","338500","3583","51599.3","1214.7"
"42998851000","335900","3586","52815.3","1216.0"
"43998715000","338000","3582","54029.6","1214.3"
"44998579000","339100","3583","55242.2","1212.6"
"45998725000","336000","3583","56455.2","1213.0"
"46998516000","335800","3584","57667.7","1212.5"
"47998719000","335800","3581","58882.0","1214.3"
"48998628000","338600","3584","60095.0","1213.0"
"49998457000","340500","3583","61310.2","1215.2"
"50998304000","334900","3584","62526.2","1216.0"
"51998179000","340600","3583","63746.1","1219.9"
"52998270000","337600","3583","64964.7","1218.6"
"53998147000","338500","3582","66180.8","1216.1"
"54998199000","333900","3581","67395.9","1215.1"
"55998132000","335900","3581","68731.2","1335.3"
"56998061000","334400","3583","69944.7","1213.5"
"57998161000","340500","3582","71158.5","1213.8"
"58998120000","336000","3584","72371.5","1213.0"
"59998154000","334300","3583","73583.2","1211.7"
"60998313000","336300","3584","74794.9","1211.7"
"61998267000","335900","3583","76005.3","1210.4"
"62998298000","333900","3581","77216.1","1210.8"
"63998214000","336600","3581","78426.5","1210.4"
"64998155000","334400","3581","79635.2","1208.7"
"65998202000","334300","3582","80844.3","1209.1"
"66998097000","343900","3585","82056.5","1212.2"
"67998211000","338400","3584","83289.3","1232.8"
"68998065000","334000","3584","84501.5","1212.2"
"69997937000","333900","3584","85716.2","1214.7"
"70998008000","335900","3584","86923.1","1206.9"
"71998003000","335700","3583","88253.3","1330.2"
"72998087000","333900","3582","89458.0","1204.7"
"73998025000","333900","3583","90663.7","1205.7"
"74997949000","334000","3583","91868.9","1205.2"
"75998115000","335900","3583","93075.0","1206.1"
