Time (ns),Current (nA),Voltage (mV),Energy (uJ),Variation (uJ)
"999922000","324700","3584","1167.2","1167.2"
"1999531000","318500","3583","2327.2","1160.0"
"2999692000","322400","3580","3484.2","1157.0"
"3999735000","321400","3582","4640.0","1155.8"
"4999645000","327000","3583","5799.1","1159.1"
"5999922000","327700","3583","6970.6","1171.5"
"6999879000","323300","3580","8136.7","1166.1"
"7999927000","321500","3579","9296.7","1160.0"
"9000033000","321800","3581","10465.7","1169.0"
"9999876000","326000","3582","11635.1","1169.4"
"11000041000","326100","3582","12805.4","1170.3"
"11999976000","321900","3583","13972.7","1167.3"
"13000169000","326100","3581","15140.4","1167.7"
"13999888000","324800","3580","16308.1","1167.7"
"14999675000","324700","3580","17475.8","1167.7"
"15999744000","327000","3583","18645.2","1169.4"
"16999592000","324600","3580","19813.0","1167.8"
"17999636000","320400","3579","20981.5","1168.5"
"18999584000","327500","3581","22149.7","1168.2"
"19999446000","326100","3581","23318.2","1168.5"
"20999595000","324700","3581","24487.2","1169.0"
"21999415000","320000","3581","25656.7","1169.5"
"22999440000","324300","3583","26831.2","1174.5"
"23999337000","322400","3581","27993.0","1161.8"
"24999255000","321400","3581","29164.1","1171.1"
"25999536000","325700","3583","30326.7","1162.6"
"26999522000","324200","3582","31494.8","1168.1"
"27999552000","325700","3581","32665.1","1170.3"
"28999654000","327600","3580","33828.5","1163.4"
"29999530000","322600","3583","34997.5","1169.0"
"30999650000","320900","3582","36161.0","1163.5"
"31999653000","315700","3580","37321.0","1160.0"
"32999702000","325900","3580","38489.1","1168.1"
"33999341000","320800","3580","39653.0","1163.9"
"34998946000","321500","3582","40807.0","1154.0"
"35999150000","320000","3581","41961.5","1154.5"
"36999142000","325700","3579","43112.5","1151.0"
"37999235000","322800","3582","44265.2","1152.7"
"38999217000","321300","3584","45421.4","1156.2"
"39999181000","320400","3581","46576.3","1154.9"
"40999340000","322300","3581","47731.6","1155.3"
"41999233000","320000","3581","48887.7","1156.1"
"42999410000","320000","3580","50044.3","1156.6"
"43999441000","321000","3581","51200.5","1156.2"
"44999281000","320000","3582","52355.8","1155.3"
"45999394000","320900","3582","53511.1","1155.3"
"46999461000","320000","3580","54667.3","1156.2"
"47999567000","320500","3582","55824.3","1157.0"
"48999460000","326100","3581","56986.4","1162.1"
"49999353000","324600","3582","58154.6","1168.2"
"50999515000","324700","3581","59322.7","1168.1"
"51999335000","324300","3583","60491.7","1169.0"
"52999583000","324400","3583","61660.7","1169.0"
"53999543000","321800","3579","62830.1","1169.4"
"54999537000","321800","3580","63999.5","1169.4"
"55999702000","324700","3583","65168.1","1168.6"
"56999526000","324700","3580","66336.7","1168.6"
"57999743000","324200","3585","67506.1","1169.4"
"58999561000","325800","3582","68674.7","1168.6"
"59999402000","323000","3582","69843.3","1168.6"
"60999453000","323200","3581","71012.3","1169.0"
"61999606000","327500","3581","72181.7","1169.4"
"62999677000","325800","3580","73351.1","1169.4"
"63999670000","324300","3580","74519.7","1168.6"
"64999616000","322800","3585","75688.2","1168.5"
"65999740000","324200","3581","76857.2","1169.0"
"66999636000","322900","3582","78026.7","1169.5"
"67999675000","322900","3581","79196.5","1169.8"
"68999537000","323200","3584","80364.7","1168.2"
"69999464000","323300","3581","81532.8","1168.1"
"70999542000","327700","3581","82701.4","1168.6"
"71999509000","325700","3580","83868.7","1167.3"
"72999671000","325800","3581","85037.7","1169.0"
"73999631000","323300","3581","86207.1","1169.4"
"74999542000","323300","3584","87375.7","1168.6"
"75999755000","326100","3582","88544.6","1168.9"
"76999531000","324300","3583","89713.2","1168.6"
"77999652000","321800","3580","90882.2","1169.0"
"78999631000","324800","3580","92051.6","1169.4"
"79999579000","323100","3580","93220.2","1168.6"
"80999852000","324200","3583","94388.7","1168.5"
"81999765000","321800","3583","95555.6","1166.9"
"82999926000","323200","3584","96722.1","1166.5"
"83999870000","324400","3583","97889.3","1167.2"
"84999942000","327200","3584","99057.0","1167.7"
"86000036000","322800","3581","100219.6","1162.6"
"87000003000","321800","3582","101385.6","1166.0"
"88000227000","320500","3581","102548.2","1162.6"
"89000251000","321300","3582","103702.6","1154.4"
"90000154000","321500","3581","104864.8","1162.2"
"91000326000","321300","3580","106028.7","1163.9"
"92000358000","329000","3583","107189.9","1161.2"
"93000469000","321400","3581","108356.8","1166.9"
"94000619000","320000","3580","109517.6","1160.8"
"95000525000","320000","3583","110670.0","1152.4"
"96000765000","321100","3583","111823.5","1153.5"
"97000726000","321400","3579","112976.7","1153.2"
"98000816000","321400","3581","114126.4","1149.7"
