"4989856000";"4600800";"3586";"80737.7"
"9980390000";"4577200";"3586";"161461.8"
"14970213000";"4543800";"3594";"242186.8"
"19959701000";"4575700";"3589";"322895.5"
"24949386000";"4575000";"3585";"403578.5"
"29938373000";"4575300";"3580";"484250.4"
"34927044000";"4609200";"3590";"564899.6"
"39915511000";"4552000";"3589";"645585.2"
"44903824000";"1575200";"3582";"726382.7"
"49891786000";"4553500";"3588";"807297.6"
"54880009000";"4581700";"3597";"888072.0"
"59868005000";"4591100";"3592";"968861.8"
"64855717000";"4584000";"3590";"1049640.5"
"69842768000";"4583200";"3591";"1130399.5"
"74829883000";"4573500";"3588";"1211143.5"
"79815678000";"4553300";"3585";"1291876.4"
"84804542000";"4550500";"3596";"1372651.6"
"89790489000";"4633500";"3591";"1453370.0"
"94776277000";"4584000";"3590";"1534085.3"
"99761205000";"4584000";"3590";"1614766.5"
"104746798000";"4575000";"3593";"1695462.1"
"109732375000";"4549000";"3589";"1776160.8"
"114717135000";"4546800";"3586";"1856830.4"
"119701112000";"4558500";"3594";"1937511.1"
"124685792000";"4553500";"3593";"2018206.0"
"129669666000";"4608400";"3595";"2099139.2"
"134654048000";"4521600";"3584";"2179755.2"
"139637549000";"4604600";"3590";"2260402.6"
"144620923000";"4552800";"3588";"2341061.1"
"149604565000";"4554300";"3594";"2421734.6"
"154587275000";"4553500";"3587";"2502395.3"
"159569319000";"4541600";"3582";"2582987.4"
"164550819000";"4515600";"3591";"2663588.6"
"169532469000";"4545300";"3587";"2744129.4"
"174514340000";"4553500";"3584";"2824772.1"
"179495189000";"4549800";"3596";"2905380.7"
"184476181000";"4606900";"3591";"2986015.8"
"189457114000";"4613700";"3589";"3066614.4"
"194437511000";"4548300";"3589";"3147119.3"
"199418313000";"4555000";"3591";"3227594.9"
"204398045000";"4551700";"3593";"3308097.7"
"209378489000";"4552000";"3586";"3388842.5"
"214358215000";"4578700";"3589";"3469287.4"
"219336947000";"4550500";"3589";"3549735.3"
"224315534000";"4555000";"3584";"3630266.4"
"229294537000";"4561000";"3586";"3710739.2"
"234272846000";"4569300";"3593";"3791204.7"
"239251394000";"4615200";"3590";"3871678.8"
"244229169000";"4609200";"3593";"3952129.8"
"249210754000";"4554300";"3592";"4032602.9"
"254188940000";"4545300";"3589";"4113082.1"
"259166337000";"4595600";"3592";"4193647.6"
"264143352000";"4615200";"3585";"4274201.5"
"269119799000";"4555800";"3587";"4354738.3"
"274096190000";"4617500";"3587";"4435223.2"
"279074183000";"1513600";"3582";"4515811.3"
"284049579000";"4545300";"3590";"4596566.3"
"289024505000";"4543800";"3590";"4677060.8"
"293999614000";"4576500";"3596";"4757558.6"
"298974964000";"4553500";"3587";"4838063.8"
"303949524000";"4601600";"3589";"4918540.7"
"308924398000";"4609900";"3590";"4999021.0"
"313899783000";"4563000";"3588";"5079513.3"
"318874036000";"4584000";"3589";"5159996.6"
"323847911000";"4551300";"3589";"5240445.7"
"328821520000";"4513400";"3591";"5320898.7"
"333794905000";"4585500";"3589";"5401323.8"
"338767623000";"4554300";"3587";"5481754.5"
"343740548000";"4537200";"3590";"5562196.4"
"348713136000";"4675400";"3583";"5642776.7"
"353685457000";"4552000";"3591";"5723330.4"
"358657131000";"4542300";"3596";"5803737.7"
"363628349000";"4546100";"3584";"5884143.2"
"368599559000";"4583200";"3584";"5964547.9"
"373570370000";"4578000";"3597";"6044950.0"
"378541602000";"4523800";"3591";"6125359.4"
"383512434000";"4612200";"3594";"6205765.4"
"388482078000";"4583200";"3590";"6286160.7"
"393451803000";"4542300";"3597";"6366544.9"
"398421946000";"4582500";"3590";"6446933.8"
"403391847000";"4571600";"3589";"6527328.3"
"408361608000";"4613700";"3591";"6607739.5"
"413330838000";"2132700";"3581";"6688128.0"
"418299270000";"4606900";"3590";"6768766.8"
"423268094000";"4558800";"3595";"6849133.9"
"428236378000";"4606900";"3588";"6929484.4"
"433204780000";"4610700";"3593";"7009842.5"
"438172693000";"4546800";"3589";"7090170.2"
"443139964000";"4577200";"3588";"7170490.7"
"448107041000";"4581700";"3589";"7250822.8"
"453074126000";"4681800";"3587";"7331170.7"
"458040835000";"4581700";"3592";"7411509.7"
"463007294000";"4573100";"3587";"7491849.1"
"467973324000";"4555800";"3595";"7572191.5"
"472939077000";"4514900";"3588";"7652509.9"
"477907090000";"4644200";"3585";"7733091.8"
"482872742000";"4531300";"3591";"7813506.7"
"487838244000";"4606100";"3588";"7893818.2"
"492803332000";"4555800";"3596";"7974120.0"
"497767964000";"4577200";"3594";"8054434.2"
"502731916000";"4662400";"3588";"8134723.6"
"507696197000";"4546100";"3590";"8215030.6"
"512659531000";"4583200";"3589";"8295311.5"
"517622556000";"4574200";"3590";"8375597.9"
"522585926000";"4614500";"3586";"8455883.1"
"527548820000";"4579500";"3586";"8536154.1"
"532511698000";"4610700";"3590";"8616411.4"
"537474018000";"1614300";"3583";"8696681.6"
"542436460000";"4612200";"3592";"8777192.7"
"547398857000";"4571200";"3588";"8857445.3"
"552360958000";"4609900";"3587";"8937717.3"
"557323892000";"4552800";"3588";"9017993.0"
"562285364000";"4580600";"3588";"9098234.2"
"567246469000";"4554300";"3590";"9178483.4"
"572208063000";"4552000";"3592";"9258725.0"
"577168572000";"4545300";"3587";"9338782.3"
"582129208000";"4546100";"3596";"9418942.5"
"587089758000";"4550500";"3592";"9499082.1"
"592049879000";"4574200";"3595";"9579237.2"
"597009359000";"4024500";"3588";"9659583.8"
