Time (ns),Current (nA),Voltage (mV),Energy (uJ),Variation (uJ)
"999890000","317700","3582","1141.1","1141.1"
"2000132000","320100","3579","2281.0","1139.9"
"3000295000","317600","3582","3422.2","1141.2"
"4000661000","316300","3580","4563.0","1140.8"
"5000837000","317700","3583","5703.8","1140.8"
"6001213000","318600","3579","6845.4","1141.6"
"7001503000","315100","3582","7987.9","1142.5"
"8001755000","316300","3579","9129.1","1141.2"
"9002124000","319700","3580","10272.1","1143.0"
"10002252000","316200","3580","11413.7","1141.6"
"11002542000","315000","3583","12554.5","1140.8"
"12002788000","316200","3582","13695.7","1141.2"
"13002785000","317800","3581","14836.9","1141.2"
"14003086000","316300","3581","15979.8","1142.9"
"15003163000","320000","3581","17122.8","1143.0"
"16003614000","320200","3580","18265.3","1142.5"
"17003826000","317700","3578","19406.9","1141.6"
"18004062000","317800","3582","20548.9","1142.0"
"19004459000","313700","3580","21690.1","1141.2"
"20004572000","315900","3583","22831.4","1141.3"
"21004933000","313500","3582","23971.7","1140.3"
"22005175000","313200","3582","25112.9","1141.2"
"23005205000","316100","3582","26252.8","1139.9"
"24005497000","317800","3583","27394.5","1141.7"
"25005543000","316400","3580","28534.9","1140.4"
"26005969000","315100","3581","29676.0","1141.1"
"27006276000","314600","3580","30816.4","1140.4"
"28006403000","317300","3585","31956.8","1140.4"
"29006835000","314900","3581","33097.5","1140.7"
"30006858000","316300","3581","34238.3","1140.8"
"31007199000","316300","3581","35379.1","1140.8"
"32007471000","317600","3583","36522.0","1142.9"
"33007583000","316400","3582","37664.9","1142.9"
"34008028000","315100","3582","38808.3","1143.4"
"35008185000","316000","3580","39952.9","1144.6"
"36008572000","317800","3582","41098.4","1145.5"
"37008883000","316200","3581","42242.6","1144.2"
"38009058000","316300","3583","43386.0","1143.4"
"39009411000","317700","3581","44528.5","1142.5"
"40009464000","317500","3582","45671.5","1143.0"
"41009899000","319200","3580","46816.9","1145.4"
"42010140000","317600","3580","47964.6","1147.7"
"43010220000","317800","3582","49112.7","1148.1"
"44010462000","317200","3581","50260.8","1148.1"
"45010718000","319600","3581","51409.3","1148.5"
"46011004000","319500","3580","52560.4","1151.1"
"47011312000","321200","3581","53715.3","1154.9"
"48011465000","320600","3580","54869.0","1153.7"
"49011877000","321500","3582","56025.7","1156.7"
"50011889000","320600","3583","57181.9","1156.2"
"51012359000","320500","3582","58337.3","1155.4"
"52012736000","320500","3579","59491.0","1153.7"
"53012909000","318800","3582","60644.2","1153.2"
"54013202000","321600","3580","61796.6","1152.4"
"55013250000","319200","3582","62947.7","1151.1"
"56013600000","319600","3583","64098.3","1150.6"
"57013860000","319100","3580","65246.9","1148.6"
"58014008000","320600","3579","66395.0","1148.1"
"59014318000","320500","3581","67542.6","1147.6"
"60014340000","319600","3581","68688.6","1146.0"
"61014677000","318900","3584","69833.6","1145.0"
"62015046000","317700","3581","70978.3","1144.7"
"63015204000","315600","3583","72123.3","1145.0"
"64015461000","320000","3580","73267.6","1144.3"
"65015602000","319200","3582","74412.6","1145.0"
"66015932000","317800","3580","75557.3","1144.7"
"67016172000","321600","3584","76702.4","1145.1"
"68016265000","317700","3584","77847.5","1145.1"
"69016491000","315900","3582","78992.1","1144.6"
"70016601000","319000","3581","80136.3","1144.2"
"71016918000","317600","3580","81280.1","1143.8"
"72017144000","317700","3581","82423.5","1143.4"
"73017268000","317500","3581","83566.8","1143.3"
"74017545000","314500","3582","84710.2","1143.4"
"75017749000","317300","3580","85854.4","1144.2"
"76018186000","317700","3582","86999.0","1144.6"
"77018501000","320200","3583","88143.7","1144.7"
"78018804000","322200","3580","89287.9","1144.2"
"79019214000","316300","3582","90432.1","1144.2"
"80019433000","317800","3582","91575.9","1143.8"
"81019781000","317600","3581","92719.2","1143.3"
"82020022000","317700","3582","93865.2","1146.0"
"83020101000","317800","3581","95009.8","1144.6"
"84020329000","319200","3582","96155.8","1146.0"
"85020382000","319200","3582","97303.0","1147.2"
"86020760000","318000","3580","98451.1","1148.1"
"87020974000","322000","3584","99597.0","1145.9"
"88021114000","320100","3584","100741.7","1144.7"
"89021483000","317800","3581","101889.7","1148.0"
"90021581000","317700","3581","103036.1","1146.4"
