Time (ns),Current (nA),Voltage (mV),Energy (uJ),Variation (uJ)
"1000306000","4365400","3587","15867.5","15867.5"
"2000878000","4393200","3589","31747.1","15879.6"
"3001206000","4455900","3591","47628.5","15881.4"
"4003037000","4453700","3592","63538.2","15909.7"
"5003385000","4576200","3587","79430.8","15892.6"
"6004089000","4517100","3592","95325.9","15895.1"
"7004540000","4515700","3587","111220.6","15894.7"
"8005088000","4456600","3592","127121.8","15901.2"
"9005568000","4446400","3592","143014.4","15892.6"
"10005912000","4386700","3591","158938.4","15924.0"
"11006466000","4391100","3586","174868.1","15929.7"
"12007029000","4415100","3586","190798.1","15930.0"
"13007561000","4382400","3590","206725.2","15927.1"
"14007934000","4344200","3590","222650.5","15925.3"
"15008448000","4506800","3591","238578.4","15927.9"
"16009127000","4701700","3594","254508.5","15930.1"
"17009689000","4517900","3591","270431.7","15923.2"
"18010216000","4455900","3591","286362.6","15930.9"
"19010665000","4439800","3590","302294.0","15931.4"
"20010964000","4423100","3591","318223.6","15929.6"
"21011645000","4455900","3591","334160.1","15936.5"
"22012219000","4364000","3589","350098.0","15937.9"
"23012781000","4422300","3593","366034.5","15936.5"
"24013195000","4390300","3588","381968.4","15933.9"
"25013823000","4361800","3591","397906.7","15938.3"
"26014446000","4186400","3587","413846.7","15940.0"
"27015030000","3227100","3588","429819.0","15972.3"
"28015392000","4691700","3589","445809.8","15990.8"
"29015863000","4511200","3590","461745.9","15936.1"
"30016375000","4512700","3589","477687.6","15941.7"
"31016955000","4507500","3585","493634.5","15946.9"
"32017350000","4385200","3589","509574.9","15940.4"
"33017856000","4380200","3591","525523.5","15948.6"
"34018153000","4410000","3591","541464.8","15941.3"
"35018687000","4406400","3589","557414.7","15949.9"
"36019304000","4445600","3590","573365.5","15950.8"
"37019855000","4455100","3585","589314.5","15949.0"
"38020249000","4483600","3592","605271.7","15957.2"
"39020724000","4577700","3589","621221.6","15949.9"
"40021192000","4423800","3590","637171.9","15950.3"
"41021798000","4401100","3593","653125.3","15953.4"
"42022337000","4364000","3588","669071.7","15946.4"
"43022816000","4422300","3585","685025.9","15954.2"
"44023277000","4441300","3592","700981.4","15955.5"
"45023744000","4453000","3592","716933.1","15951.7"
"46024390000","4455900","3588","732887.3","15954.2"
"47024958000","4515700","3588","748836.7","15949.4"
"48028914000","4422300","3589","764848.5","16011.8"
"49029593000","4455900","3590","780800.1","15951.6"
"50030018000","4548500","3586","796747.4","15947.3"
"51030543000","4577700","3593","812695.1","15947.7"
"52030859000","4420900","3593","828638.6","15943.5"
"53031431000","4514200","3588","844600.1","15961.5"
"54032029000","4431100","3593","860552.2","15952.1"
"55032665000","4423800","3588","876504.6","15952.4"
"56033090000","4358200","3590","892456.7","15952.1"
"57033581000","4394600","3590","908407.9","15951.2"
"58034134000","4383100","3594","924366.8","15958.9"
"59034496000","4472800","3588","940301.6","15934.8"
"60035025000","4502800","3591","956229.5","15927.9"
"61035425000","4545500","3586","972169.1","15939.6"
"62035976000","4661900","3590","988118.6","15949.5"
"63036658000","4511200","3585","1004072.8","15954.2"
"64037455000","4567900","3592","1020039.9","15967.1"
"65037991000","4458100","3589","1036004.0","15964.1"
"66038520000","4385200","3588","1051972.0","15968.0"
"67039112000","4482800","3587","1067942.1","15970.1"
"68039704000","4354700","3586","1083910.6","15968.5"
"69040194000","4388100","3587","1099885.5","15974.9"
"70040683000","4393200","3592","1115856.5","15971.0"
"71041197000","4388800","3591","1131827.5","15971.0"
"72041743000","4359700","3587","1147794.2","15966.7"
"73042148000","4425200","3588","1163762.2","15968.0"
"74042473000","4453700","3591","1179735.4","15973.2"
"75042870000","4512000","3594","1195699.1","15963.7"
"76044245000","4508300","3592","1211678.2","15979.1"
"77044615000","4559000","3592","1227644.5","15966.3"
"78045277000","4574700","3587","1243614.2","15969.7"
"79045712000","4482100","3588","1259587.0","15972.8"
"80046146000","4446400","3590","1275554.5","15967.5"
"81046562000","4423800","3590","1291502.3","15947.8"
"82047021000","4414400","3585","1307453.9","15951.6"
"83047665000","4385200","3589","1323397.3","15943.4"
"84048219000","4383800","3590","1339376.1","15978.8"
"85048514000","4412900","3591","1355348.4","15972.3"
"86049044000","4448600","3587","1371328.1","15979.7"
"87049563000","4437600","3593","1387309.4","15981.3"
"88050143000","4517100","3590","1403290.4","15981.0"
"89050674000","4578400","3591","1419274.3","15983.9"
"90051213000","4546300","3588","1435256.5","15982.2"
"91051773000","4480600","3588","1451237.9","15981.4"
"92052310000","4482800","3591","1467217.1","15979.2"
"93052898000","4393900","3590","1483199.3","15982.2"
"94053456000","4422300","3588","1499194.9","15995.6"
"95053862000","4393900","3591","1515172.4","15977.5"
"96054357000","4460300","3591","1531152.9","15980.5"
"97054710000","4426000","3590","1547131.2","15978.3"
"98055193000","4454400","3591","1563111.7","15980.5"
"99055702000","4453700","3586","1579091.8","15980.1"
"100056082000","4547000","3591","1595079.6","15987.8"
"101056574000","4531400","3588","1611057.1","15977.5"
"102056968000","4503100","3592","1627035.9","15978.8"
"103057537000","4511200","3588","1643020.3","15984.4"
"104058075000","4421600","3594","1659007.2","15986.9"
"105058601000","4420200","3591","1674998.9","15991.7"
"106059113000","4423800","3588","1690982.4","15983.5"
"107059624000","4447100","3588","1706970.3","15987.9"
"108060409000","4390300","3592","1722962.4","15992.1"
"109060832000","4422300","3590","1738950.2","15987.8"
"110061200000","4455100","3593","1754940.2","15990.0"
"111061716000","4480800","3589","1770930.2","15990.0"
"112062202000","4482800","3589","1786921.9","15991.7"
"113062912000","4575400","3593","1802917.9","15996.0"
"114063332000","4549300","3586","1818909.6","15991.7"
"115064059000","4512700","3590","1834911.2","16001.6"
"116064415000","4510500","3592","1850899.5","15988.3"
"117064948000","4529900","3589","1866889.0","15989.5"
"118065513000","4448600","3588","1882880.3","15991.3"
"119065906000","4467600","3589","1898872.0","15991.7"
